ID,res
13,-1.6238996124115825
14,0.19229687948031202
23,1.7445201411527818
26,0.07881303867433892
34,-0.46894847683235796
39,-1.728832990772518
41,1.0651543970940558
69,0.4802817660636443
72,0.13749903856735304
89,0.7889574501611916
90,-0.8270799160223762
91,0.24394415142634782
116,-0.9998630250295079
118,1.1414150056138304
135,-1.9829117497432514
141,-0.024506748494130953
143,-0.2081524679977727
153,-0.9870494074503807
159,-0.4075162070567904
166,-0.5127804056625955
179,-1.0115603535840778
195,-1.706402057151804
209,1.7818768988688325
211,-1.5442605673466978
217,-0.18680915429831588
223,-0.1266722339262095
224,-1.0804184971534019
229,0.17495696269977876
244,-1.1909957445347632
277,-0.05424634020162719
278,-1.684665647853669
290,-0.6146030671411158
291,0.36708331630304564
294,-2.457342826302704
299,-0.20433534053261
308,0.5583362027607534
309,0.3242106074098687
316,0.6977370056433728
348,-1.022573063425773
355,-0.16827075881060605
373,-0.7594891435089488
374,-0.2529092372179271
409,0.952679990765445
415,-0.2754148980205763
424,-1.2328060390100386
426,0.23750358441078398
431,1.051259288639165
456,-0.055457945075842376
463,-0.5376768674048472
490,-0.14961768490533228
516,-0.4099144094504154
519,0.01754159993075848
526,0.7510411041815581
528,0.36237112388387205
537,-0.5851488699225006
544,0.8159594825579567
555,-0.26693659357338084
575,-0.4717206631547264
581,-0.11180513119028221
588,0.13875268016093523
590,0.10858179297082374
593,-1.1250301169466455
598,0.12059549024826136
602,0.1498179345312008
603,-0.1313983412147823
606,0.5816159001698082
621,0.05332687012528801
649,-1.4334766676383346
665,-2.222990649674371
709,2.4380030473690497
722,0.9412651091532648
747,0.09894929854846526
752,-0.5934503885892342
755,-0.6952949364939587
766,0.5703533367077388
768,-0.9422081648530489
774,-0.3320989395597187
775,0.562611271402568
818,-1.0990854514602302
821,0.15594842255223496
840,1.0317871758363375
842,0.8433240318434568
844,0.32901483330337017
854,-1.8816787110234952
859,-0.3706887803105872
865,-0.9465391385807087
871,-0.21840940546448195
880,-0.607106249429861
895,-1.8906339132316277
905,-0.04983625134993453
923,-1.411791494256872
932,-1.1291546874307585
937,0.6969998003000549
938,0.31746072588690144
953,-0.8419363926123623
954,0.6060604936432192
979,0.6564681086587749
988,0.07377616813237056
994,1.5351974834676616
999,0.4139162979896755
