ID,res
13,-1.5243805485634683
14,1.1431469726262604
23,1.603811089596818
26,0.03174212914341972
34,-1.227583941493566
39,-0.3124688693894666
41,-0.48490693019031605
69,0.7719822742941496
72,0.4004446099289195
89,-0.8518512431783113
90,-0.1338948466195466
91,1.5302014254147676
116,0.25657428184409514
118,0.8754898349541294
135,1.0452832909032435
141,1.8646156160879337
143,-2.5514074082841205
153,-2.5212400318241692
159,0.7795210873158328
166,-0.33532521607654736
179,0.9297266528334704
195,0.3129109433105769
209,-2.0429695660280852e-4
211,-0.25064770680335685
217,1.5202751763518698
223,-2.093256519070513
224,-0.010441561527575574
229,2.4113460780791436
244,-0.3968056995098065
277,1.3329426378149107
278,0.356054887395005
290,0.2562611194051864
291,-0.105843223304544
294,-0.6590821282189532
299,-0.07026050911747525
308,-0.6065333029519766
309,0.2880705914872561
316,-1.4757369823350612
348,-0.33643804234795444
355,1.019224201909096
373,-1.8099600114388845
374,0.9789235720565624
409,-0.43387794929200807
415,1.73483673348973
424,0.025771026696419518
426,1.0187998676978454
431,0.43956317677057116
456,-1.6448557544843134
463,0.20842655230389917
490,0.04630707407620497
516,0.24656528672956238
519,0.49382761153289845
526,-0.08550644444154916
528,-0.12750460666888944
537,-2.6038628879497976
544,-0.23665442595211317
555,1.1242150343104444
575,1.1830113137902651
581,1.1821855710420504
588,0.7382222668923767
590,0.0018601876558647099
593,-0.8131198729487825
598,-0.47949553445702625
602,-0.48259601454550766
603,0.7687211924601186
606,-0.046022231611848964
621,0.7598701662494158
649,-2.1622590028259636
665,-0.7230323975001149
709,-0.5370765187431831
722,1.0507967012495376
747,-1.4658230730118056
752,0.2008174429889047
755,-0.4253948819349146
766,1.5427642343192292
768,0.5007072389584644
774,1.1098086141480674
775,-0.7612419415924415
818,1.207116098878797
821,0.44752983276129393
840,0.9042112585687776
842,-0.3327905570941467
844,1.5200987836509725
854,-1.0918505161166658
859,-0.39169612287939437
865,-1.0685547365580936
871,-0.6887030917973929
880,0.7876453048697473
895,-0.2744998929423103
905,0.25880177192768955
923,2.358427696669155
932,0.6288302297867939
937,0.1460175666468042
938,0.9333844813515141
953,0.0898024701853826
954,-0.6008882527718569
979,1.1351228454620081
988,0.12740421867418525
994,0.6062115597195787
999,0.2909367801379709
