ID,res
13,-1.3882452887997436
14,-0.2645952384794647
23,-0.9472982789833317
26,0.7395213279616146
34,0.8967787085671886
39,-0.3460008871108405
41,-1.7820570684685761
69,0.46494175307579666
72,-1.9510306097471337
89,-0.5161133404630439
90,0.4890803175299605
91,0.902024726217598
116,0.6403629948477761
118,0.9512088789460401
135,-0.599123209933587
141,-1.3306949928117564
143,-0.5922097458709902
153,1.8010508559089398
159,1.0553385910436344
166,-0.2919207569173455
179,-0.824109376195114
195,1.2162502385209386
209,0.21972840450965236
211,0.07499952694127236
217,-2.1404184838499143
223,1.4709722365164537
224,-0.8377676061922844
229,0.39550986785137193
244,0.8864216766580727
277,1.2010425517785839
278,1.3168056812934466
290,-0.19304041816579548
291,0.5505762493195184
294,-2.0887729437758784
299,-0.024909793526828136
308,0.8884576514004443
309,-0.3374311513336793
316,-1.0307110546566607
348,0.43083317223155865
355,0.2089074018195396
373,-1.5482402570687468
374,-1.173802218473676
409,1.1788152043478577
415,-0.4193094422402978
424,-1.8525752996818772
426,0.48592647351685714
431,-0.47191259328027896
456,0.8467385910487075
463,0.9257705920311124
490,-0.32083058093985506
516,-1.3009736336468574
519,2.459568010321518
526,0.778365003756837
528,0.6898809126128761
537,-1.7044655488057525
544,1.1053721346835388
555,-0.3138528146859152
575,-0.346692745478719
581,1.0384404772981966
588,-0.5115648539611923
590,1.014528249688281
593,0.6116993776733908
598,-0.7722500133404745
602,0.6809155823870638
603,-0.2075834776456533
606,0.837426507279305
621,-0.2918737159287265
649,0.32060108022529776
665,-1.3697757608626513
709,0.29122965826017805
722,1.3855454685817628
747,0.1690452356527402
752,1.0689212841752247
755,-1.5858891592120616
766,-0.3838500919737489
768,0.8648344176127306
774,0.5612503410942727
775,-1.4398370589036131
818,-1.0061661467123062
821,-0.9403550265541074
840,0.053451332153780964
842,-0.5739454956416925
844,0.22054883007557
854,-0.8345157344883208
859,-0.13035416226200658
865,0.5673294417859287
871,1.2084668200239246
880,0.12721964840281985
895,-0.9514095431911237
905,-0.6625144389983224
923,0.3445948543887844
932,-1.0798542208622024
937,0.2096526042094672
938,-1.302919565163581
953,-0.3698112354700634
954,-0.6429370631692222
979,1.091163539257241
988,0.33659495161081704
994,-0.3148323075633898
999,-0.17907198024241908
