ID,res
13,-0.520869343832941
14,1.6232025217306651
23,-1.070068229344297
26,1.6858872442051618
34,-0.24168976773894968
39,-0.4682004786404757
41,-0.7729782281809201
69,2.1499193357555964
72,-1.3343536282073236
89,0.49587047999715606
90,1.233976240157263
91,0.6343621248062401
116,0.41202227475847575
118,0.7935853076787206
135,-0.1524106330647638
141,-0.22889581513081952
143,-0.9007917505804772
153,-0.7350261557842767
159,-1.427685783593444
166,0.6192835348493725
179,-0.006198262269624111
195,-0.6857068456929861
209,-0.2793335276372195
211,-0.78273027528325545
217,-0.7789972397321926
223,-0.37480009312840856
224,-0.319393808829427
229,0.08454376805080788
244,-0.7684736029397172
277,-0.6259109130716498
278,-0.9008708552379426
290,0.6637286696752447
291,0.30027911812024244
294,0.07485682386227409
299,0.20637269535074765
308,-0.488922835294287
309,-0.6279516578233464
316,-0.04691672642829948
348,0.16261811532189557
355,1.2923059149731964
373,-0.4635565015199729
374,0.30546322748172333
409,-0.08398871324032925
415,0.41036344916199535
424,0.18367824052907913
426,1.7787416183437779
431,0.03768284739738039
456,1.1762201244006039
463,-0.5585358103268164
490,-0.9456179399256067
516,-0.6651886394786714
519,0.4520301916037567
526,0.5268556691889544
528,-0.23026223548426958
537,1.397426653164646
544,1.7636530313853604
555,0.48560135419060707
575,-0.2657389438971887
581,0.15161137071442038
588,1.3766098130144824
590,-0.18039431426057462
593,-1.567675132477536
598,-0.2607258927086163
602,0.9618103517235741
603,0.8538954643101121
606,0.41879670207218433
621,0.339956513014142
649,0.5964250590152755
665,1.871418005211069
709,0.6028703696937787
722,-0.7661688038809561
747,-0.6203264870774627
752,0.7901902505959718
755,-0.2419765098235928
766,1.1174864812273457
768,1.1849306349973203
774,1.6464748376473677
775,0.19299618585284606
818,-0.3925535541016693
821,0.0070513233354841075
840,-2.494835444338392
842,-0.977296362156525
844,0.6285688228065485
854,-0.08414047297904528
859,0.38213160784884087
865,-1.0934137989101416
871,-0.7554639606075171
880,-0.263992918781489
895,-0.7524626972184474
905,0.4406920905282026
923,-1.2774507661336012
932,1.1771920455567373
937,0.9025058341808868
938,-1.2613041767337225
953,0.8374551456931618
954,-2.348290307602076
979,0.610971136817096
988,-0.04786774228856286
994,-2.399197708322535
999,-0.019318956188193032
